	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00147_Adenine	38.46580552	0.0	0.0	12.33854811	0.0	11.22725677	21.72750047	8.28506709	11.34689046	11.13047534	14.130434099999999	0.0	0.0	16.93372956	0.0	13.61446126	0.0	0.0	17.28126083	0.0	41.0	28.05927637	8.449804862	127.0	20.0	14.37131029	0.0	16.87149808	11.00038114	20.84521644	13.85131591	0.0	10.27965591	13.88723277	51.0	9.357118205	0.0	8.790794945	0.0	3.779194631	8.186382895	0.0	0.0	0.0	0.0	0.0	9.670957424	0.0	14.72053995	10.06607887	0.0	0.0	13.09421425	11.96372321	34.709914500000004	0.0	16.92561249	19.36528895	14.633332000000001	0.0	9.288998403999999	12.76028669	76.66341296	0.0	0.0	8.070683417	6.171075482999999	0.0	36.0	13.07651547	13.27317913	0.0	7.035093965	0.0	0.0	5.72311978	0.0	0.0	12.12621591	5.713630987	0.0	0.0	27.38068106	0.0	14.0	0.0	22.24563133	18.30935959	0.0	0.0	23.48137246	0.0	24.38849472	10.22754048	14.96339523	5.5333589739999995
C00148_Pro	1803.032975	4553.605601	3832.069077	1250.4235099999999	12741.0	1636.633986	1085.8161810000001	393.7440393	1255.873297	886.5143337000003	780.5428198	1510.4500039999998	1377.832154	1559.278451	2181.0	2693.088253	3992.0147549999997	11832.0	499.08884450000005	949.3631130000001	8053.0	1003.8908769999999	14041.0223	1338.0	18569.0	1291.592528	1481.0	1342.296375	1292.01439	1612.834922	1234.0552050000001	654.0	1328.761341	1341.537474	9344.0	713.1397832	159.0	1185.7464	7895.884544	5272.9661479999995	931.8678782	3484.716658	6699.0	9351.0	1453.0	1759.0	993.6268867	4379.0	1310.248372	1247.883337	10327.0	2567.0	684.4446168	2901.815376	1102.7558080000001	6083.570627	813.3072440000003	657.8879962999998	1434.589202	15190.0	2009.421876	1355.636415	1592.566482	949.0764393999999	31731.0	1992.2445850000001	666.2353433999998	5670.0	14598.0	1375.626	1609.184419	3697.0	737.4666428999999	11775.0	2559.0	1001.887149	946.0	25604.0	4941.107636	2055.95107	11486.0	16647.0	3302.149492	665.0102897999999	648.0	6732.0	1285.8871800000004	1310.243185	4933.0	10853.0	1563.363511	1614.0	1145.612803	1612.781694	1427.712885	471.8160427
C00152_Asn	0.0	0.0	38.66337221	101.4167413	0.0	450.99474000000004	127.7580139	230.48308160000002	321.9423058000001	259.0135058	237.04320159999997	1151.08667	233.31802459999997	89.73522072	0.0	607.2856208	2067.0868920000007	334.0	0.0	78.42765711	491.0	568.9529734	198.2013569	212.0	0.0	320.6444983	47.0	337.0850569	761.0915087999997	414.7353682	202.9492794	0.0	65.22002426	208.97673490000003	460.0	310.8672256	0.0	276.24994669999995	182.3441834	248.8449758	260.6237458	186.4224251	0.0	0.0	324.0	0.0	329.8700242	0.0	669.7729966	273.1598305	0.0	0.0	455.88573210000004	896.7371322	525.4484415000002	360.04688339999996	158.3505024	699.8052167000003	326.73664239999994	0.0	508.7816603999999	246.4931741	295.4077312	384.0839974	0.0	428.3478244	309.6724844	0.0	0.0	227.3622409	0.0	0.0	216.69129390000003	0.0	238.0	409.833278	172.0	0.0	590.0963319	0.0	66.0	60.0	56.93517201	190.03075959999998	0.0	0.0	131.4114247	0.0	0.0	0.0	21.76359467	0.0	580.4131879	146.8807535	534.3744987	111.08903640000001
C00153_Nicotinamide	111.41196509999999	13.595566199999999	137.12573730000003	70.70100481	0.0	89.73943128	25.09079804	58.14982497	77.03361956	52.57542385	69.14727824	22.39668124	33.91670186	26.12920507	0.0	108.96134939999999	0.0	0.0	69.03513033	10.16203356	0.0	46.65363463	22.94260529	53.0	0.0	66.13519293	0.0	52.26161424	31.94453183	68.50991621	46.77885518	0.0	44.32185791	52.39239628	0.0	39.80940379999999	0.0	16.75514312	179.04452419999996	11.88618976	26.55729426	15.73474891	0.0	0.0	138.0	0.0	32.46978423	33.0	120.74738	46.17800223	0.0	0.0	90.34017929	204.1287596	75.91113222	51.10345909	76.13580188	78.95584103	39.63337658	0.0	25.36365227	40.07649679	0.0	56.63232159	0.0	122.0221794	28.13133871	0.0	0.0	109.66628200000001	0.0	0.0	75.95524353	0.0	26.0	34.41767106	49.0	0.0	12.83297533	22.5569348	0.0	30.0	235.5866796	32.89585899	60.0	0.0	27.04566121	37.28898508	0.0	0.0	126.17670790000001	91.0	105.64379459999999	53.1199872	63.52493605	22.85495171
C00156_p-Hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0	162.0430925	0.0	0.0	0.0	0.0	120.7545415	0.0	0.0	571.0	0.0	0.0	0.0	886.9344894999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.48868489999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.7829705	0.0	0.0	0.0	2810.498379	0.0	0.0	0.0	97.4113995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.25579430000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.5853078	0.0
C00158_Citrate	105.05146189999999	116.518474	25.79721521	25.88870232	0.0	18.58426181	2964.817524	0.0	18.55648658	0.0	12.45405958	313.7688065	0.0	49.00315005	1637.0	36.18891269	0.0	671.0	83.26492036	12.15754278	189.0	140.3786977	115056.2822	293.0	254.0	229.06698540000002	138.0	31.68597741	108828.37400000001	113.0361986	5583.913079	0.0	0.0	964.5403795	0.0	58340.6817	0.0	3956.938688	1942.5242239999998	138996.7273	231.4100559	0.0	0.0	35674.0	193.0	0.0	17992.0583	0.0	33.61493986	120.5091765	113.0	0.0	36344.10895	0.0	61.09325898	12054.02202	20.010794	29.95512247	46.69032859	414374.0	84119.62831	25.16705157	480.9125025	25311.90751	314.0	185.4223514	113.8321843	0.0	73.0	17.95159023	634438.9165	49.0	0.0	0.0	378.0	0.0	0.0	183.0	1596.431424	11133.13494	401.0	29161.0	123.58775779999999	118.6355202	41350.0	68.0	24.31713334	82.87938595	188.0	795.0	30.62240665	72.0	25307.181090000002	0.0	35.09217987	199.13332350000002
C00163_Propionate	108978.1942	43805.96389	50291.837980000004	55425.07479	7797.0	58155.01695	15315.196580000002	107050.2388	68260.98492999999	37926.25708	22334.88699	15850.86318	13921.881159999999	41699.510480000004	25922.0	30780.56269	24772.32491	54826.0	36881.19714	24110.15342	74232.0	28927.03221	42644.46978	41715.0	102308.0	0.0	19260.0	26347.87525	10541.96812	44753.025	18827.8062	42634.0	0.0	53894.56316000001	9980.0	0.0	19761.0	18893.57295	20987.61606	38432.9139	34935.44938	31554.53503000001	32498.0	85782.0	184485.0	38472.0	0.0	47643.0	43331.74375	109291.8132	37295.0	17752.0	37176.39202	21266.928480000002	34617.61781	26726.93731	11898.63763	51309.17612	0.0	73954.0	94227.62253	50370.48124	47112.4998	112336.1095	86737.0	36004.077730000005	75387.61177	21202.0	39734.0	189280.5252	200801.3098	13157.0	18047.8771	31136.0	58425.0	24201.39829	44760.0	30496.0	2758.0805960000002	34406.90861000001	29380.0	85827.0	99403.34603	56304.319789999994	62918.0	21532.0	31161.424939999997	80001.76446	55644.0	55566.0	102567.7595	96957.0	74682.35728	14902.07447	0.0	48608.95006
C00170_5-Methylthioadenosine	14.86116373	4.743486784	10.76173853	14.55148374	0.0	18.29946124	10.48155931	14.34097839	11.70633584	7.222172154	13.71817856	11.15593311	17.12178702	8.400958163	0.0	14.98516235	3.250041884	0.0	9.696281775	1.39140776	0.0	16.21888661	0.0	11.0	0.0	34.09493638	2.7	7.758629301	17.82588973	13.48526967	11.72815981	0.0	31.45663779	9.268313936	11.0	13.51288778	0.0	5.5651301470000005	22.98613122	4.663640919	7.420160741	3.1169108260000002	0.0	0.0	20.0	0.0	15.13001548	0.0	21.59442616	8.24411232	0.0	0.0	25.27756432	33.06510456	7.860208272	8.681946446	8.180641753	21.35878007	18.48056629	0.0	8.567705972	11.36661286	49.41789275	11.30871021	0.0	15.28969458	8.1482939	0.0	0.0	17.38664607	12.25363262	0.0	12.67354167	0.0	0.0	6.261177091	9.8	0.0	2.080982983	6.48008271	0.0	9.6	12.47247908	6.892715524	12.0	0.0	6.480180736	17.58397856	0.0	0.0	16.74687304	22.0	11.93330353	10.51404954	17.25860878	6.168190535
C00178_Thymine	372.3835035	431.5370248	134.7657562	1340.97102	618.0	0.0	101.2312575	498.89650290000003	134.303177	380.4709042	0.0	2553.3365280000007	0.0	114.0232446	1334.0	0.0	96.85238509999999	4122.0	294.6410061	213.69232549999998	3007.0	0.0	322.9838247	0.0	1904.0	556.6446806	0.0	243.4885379	334.6403418	273.00104439999996	588.2992181	1149.0	169.21955630000005	121.40261070000001	2810.0	673.0714837999999	583.0	173.5300564	380.0320203	303.6092513000001	584.8661361000002	226.83641200000002	1497.0	1179.0	0.0	2241.0	256.0151436	285.0	0.0	142.2054385	628.0	0.0	378.8461339	459.87421060000014	339.1782918	600.0957397999998	430.51396330000006	484.79793550000005	491.3646482	2096.0	0.0	234.41482689999998	225.6078168	497.6569432	542.0	0.0	205.2540729	724.0	1997.0	83.40930356	268.01189480000005	1118.0	139.90205859999998	1463.0	713.0	143.9833998	0.0	1066.0	1171.85105	172.83250800000005	1384.0	1976.0	316.88816529999997	132.5515164	0.0	1518.0	1174.42635	847.7867872000003	1755.0	1894.0	190.07425780000003	0.0	235.63493599999998	133.382662	332.74154710000005	60.18917658
C00179_Agmatine	17.77933133	43.41431238	16.82326612	0.0	0.0	51.67350655	27.54015206	51.42515613	20.25645404	41.93198595	9.13424037	13.1004144	44.29772032	14.44482208	26.0	8.175589468	6.421940216	0.0	16.85195205	0.0	3.5	74.57878455	15.74448223	5.6	0.0	28.07702495	5.1	9.949256195	40.64669993	50.51595658	56.50314271	1.9	25.49107778	32.15845218	29.0	20.734149399999996	3.7	0.0	46.15224721	81.79835329999997	29.86098799	28.73354902	0.0	0.0	52.0	2.6	37.92902889	2.2	44.70231449	86.72597203	4.5	0.0	49.59759424	40.04548969	31.35369996	28.28234188	3.610184336	46.10024308	58.780738899999996	0.0	61.31778617	7.946052827999999	61.92761379999999	47.5106491	4.3	12.58328802	34.22103970000001	0.0	2.0	38.30034981	37.75630806	0.0	47.43742173	2.5	5.6	26.82354637	6.8	2.5	248.60851430000002	9.04977174	2.8	17.0	13.68365606	24.38019081	5.7	4.1	10.31010676	20.65484812	0.0	11.0	58.28991754	21.0	37.49163076	3.2776696860000003	90.5761256	19.97509733
C00183_Val	13733.21121	11459.78777	3475.210418	1031.167256	13392.0	797.05318	714.4022068	2853.850497	982.4082792000003	2006.5556920000001	418.1286476	610.0314842	2465.48136	695.3861537	27946.0	530.9053722	5978.240539	12041.0	4486.214509	596.001432	12084.0	476.3574847	11261.97893	642.0	26251.0	9045.062986	3533.0	1108.685416	5838.050646	966.9599007000003	873.3129607000003	11247.0	728.4154497000003	380.2914286	5803.0	2342.308618	8890.0	714.1575022999997	16500.27319	16155.64296	456.9205971	5116.0577509999985	9652.0	11514.0	6234.0	11102.0	586.4948459	5606.0	581.8644494	10104.344790000001	18040.0	2618.0	1398.699011	1918.152114	601.9948537	5030.687322	334.9352376	867.0836449999997	1408.972117	17540.0	2971.566146	325.1695554	2119.583318	598.9591052000002	34361.0	829.2540585	926.6043653999999	6298.0	20029.0	2676.667254	15395.626919999999	12343.0	610.549703	14419.0	3847.0	458.02508560000007	554.0	32492.0	10200.0276	845.5086986	7670.0	20227.0	25064.98286	757.8643603999999	759.0	6260.0	666.5676694	14162.28993	4654.0	22827.0	12257.44608	708.0	3909.5446880000004	506.53316449999994	1629.522539	445.0791406
C00186_Lactate	3619.6880920000003	25187.560719999998	1423.5828900000001	1522.0130960000001	287769.0	475.51694689999994	1827.07976	2928.080215	0.0	1516.40659	777.0808086000003	857.3759489	4538.988928	964.2469348999999	129209.0	522.7781831	5449.250948	1444.0	5222.417781	610.1461444	64543.0	2649.219169	1729.700465	0.0	1142.0	1486.892692	2667.0	519.5756649	1839.650843	2627.869831	2437.794655	25448.0	1004.132066	528.8948048000002	1762.0	2039.106101	40224.0	494.43293339999997	23918.22	6932.944343000001	520.6932994	3664.835277	15370.0	1537.0	0.0	23466.0	1263.704776	396.0	431.72233830000016	732.1213895	27184.0	234.0	4051.177569	3421.957503	736.1201198	147605.1235	1321.8360460000001	0.0	1819.9053420000002	8771.0	2778.506986	914.8141277999999	5707.804299	1258.462092	56478.0	1770.985025	1943.518728	964.0	62745.0	0.0	16383.061280000002	32388.0	2984.458621	14375.0	2892.0	2029.3666879999998	357.0	22710.0	130996.7522	1574.7018449999994	34930.0	81806.0	0.0	1337.723559	427.0	3014.0	1657.471573	1985.685798	801.0	29122.0	1021.357834	445.0	953.7980060000001	531.9050087	1540.085544	2637.751323
C00188_Thr	833.2344792	1628.217783	572.979333	568.4652352	9793.0	887.3355242	621.3583996	596.2146027000001	716.0700977000001	709.9786771	305.3382076000001	1124.603114	4591.187220000002	371.8623295	1826.0	431.6906181	4726.566828	592.0	252.6417094	385.01216780000004	8922.0	1007.047541	507.1988414	534.0	6107.0	1164.5771539999996	522.0	427.85019239999997	6318.276314	656.0976486000002	767.7502015	1718.0	488.0503057	311.2620204	4683.0	819.9284708	999.0	424.4186244	590.668088	742.8936175	449.8351277	472.13922919999993	189.0	401.0	1574.0	2594.0	546.8108427	266.0	939.9580117999999	907.8273013	2849.0	150.0	917.4479206	1363.051909	540.3497083999998	2688.043234	303.711138	1032.200666	927.6404026	8682.0	704.7255334	239.34799109999997	1569.754101	962.7575811	31679.0	451.0251608	786.901838	173.0	8712.0	1188.470025	646.9880572000002	985.0	493.2516638	4500.0	783.0	289.09373910000005	316.0	402.0	7018.31742	578.2202547	7645.0	7733.0	1127.474332	736.9735896000003	489.0	1433.0	689.5700304	1748.7896660000001	104.0	11766.0	1079.166747	362.0	1097.7264710000004	245.4700214	796.0437971	266.9216583
C00191_Glucuronate	954.1158505000001	0.0	194.5305616	0.0	1841.0	0.0	109.5441254	0.0	0.0	351.2223279	0.0	0.0	197.7730717	0.0	529.0	0.0	7282.44035	0.0	0.0	0.0	0.0	0.0	252.0879203	0.0	0.0	0.0	0.0	0.0	166.7875069	0.0	465.5847696000001	0.0	0.0	149.0590681	872.0	0.0	0.0	0.0	5702.219156	937.845191	0.0	2003.442488	0.0	0.0	0.0	0.0	0.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	439.59421150000003	0.0	0.0	0.0	0.0	342.3707293	286.3728246	0.0	0.0	190.16355480000001	869.4598480000003	0.0	0.0	0.0	3979.0	0.0	0.0	0.0	1479.9661130000006	0.0	596.0	9792.0	319.7966608	0.0	0.0	0.0	0.0	204.63530380000003	0.0	989.0	55.22296755	0.0	0.0	0.0	0.0	0.0
C00197_3PG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.717512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379.0	0.0	108.22652120000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.0439717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.26913470000001	0.0	0.0	0.0	156.8504124	0.0	0.0	0.0	138.3664249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.32967644	0.0	259.0	0.0	137.6449774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C00199_Ru5P	0.0	55.1551461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.35412333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6020726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.1398954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.39740994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C00212_Adenosine	122.1975909	34.67032184	86.81719908	188.3956153	0.0	64.50942739999999	51.75461919	19.73468612	29.27810863	42.79238533	16.84487708	94.86073498	17.41624106	45.37507164	11.0	35.002406	3.7774048889999996	42.0	20.39165549	0.0	110.0	61.50019173	27.88263515	24.0	4.6	101.0788743	14.0	31.49122841	123.524961	104.5270776	60.10917991	19.0	20.95614697	52.21351431	29.0	39.19763713	9.1	15.56588948	61.29022167	80.71858378	46.197094299999996	22.89735150000001	14.0	9.1	55.0	8.0	46.10329687	47.0	31.85524502	19.176210600000005	5.2	4.2	76.00195243	39.1132196	65.98428693	54.44158953	22.47156083	24.26122369	69.45204451	9.6	155.38968500000001	10.51415374	159.3178126	153.19583669999997	9.2	75.16389418	10.1194728	0.0	16.0	63.03861952	360.39422	9.8	36.27241871	6.2	13.0	20.12358581	11.0	9.1	20.62866427	70.30814446	36.0	42.0	310.95063789999995	17.13837804	39.0	2.9	23.80194137	23.22681491	11.0	7.9	50.54589931	38.0	278.44032630000004	13.2504008	52.79837117	11.46836451
C00213_Sarcosine	4262.624629	64.49894869	300.86073230000005	1209.831044	692.0	66.48524951	231.28055759999998	549.8478267999999	92.18518312	159.70955669999995	61.87130852	988.9288366000001	354.7387271	42.86044375	322.0	110.222674	54.768919	410.0	231.2791136	20.28875042	644.0	48.23858611	86.04802687	124.0	1081.0	144.35023230000004	321.0	42.76793301	327.7030964	134.16379270000002	179.2379886	161.0	46.88992534	98.40197277	155.0	145.95416369999995	0.0	45.92152838	853.4525294	114.13632549999998	39.55384182	51.04661024	76.0	91.0	248.0	54.0	121.6724841	225.0	102.1451594	260.79194440000003	304.0	34.0	291.2384838	348.6689476	123.3361117	1608.361	40.87656825	51.01592055	103.8693662	477.0	196.3103591	41.15486245	181.04420819999999	211.39571400000003	694.0	212.6265443	628.7682606000002	0.0	0.0	244.7407779	395.5256681	125.0	189.39056680000002	176.0	300.0	37.79161776	70.0	263.0	67.8899557	68.7670835	510.0	317.0	792.7156657	114.82969409999998	261.0	103.0	528.3908841	997.3576172	144.0	569.0	285.1368858	51.0	711.1429851	30.35336735	154.85094130000004	104.95738190000002
C00214_Thymidine	0.0	174.05947859999995	0.0	245.47396809999998	129.0	379.3726881	299.2931423	629.4887155	227.7339635	0.0	222.3615204	284.5980106	0.0	335.72016349999996	0.0	0.0	0.0	0.0	0.0	412.7863813	452.0	0.0	259.76597599999997	286.0	315.0	0.0	136.0	519.0056446000001	236.7515434	0.0	0.0	375.0	0.0	317.373399	735.0	178.9160434	325.0	294.2171504	0.0	103.60728449999999	221.2946184	0.0	478.0	840.0	371.0	392.0	404.07489100000004	214.0	284.7370913000001	222.57190469999998	264.0	519.0	310.9769205	0.0	477.5569426	0.0	315.1260789	98.81374840000001	0.0	0.0	196.1793083	0.0	0.0	0.0	205.0	144.7061495	0.0	623.0	898.0	184.3291369	211.02427819999997	450.0	173.5693696	531.0	145.0	570.6152472	385.0	142.0	233.8197701	74.39335551	386.0	227.0	195.1365161	0.0	323.0	93.0	378.3857772	304.1033248	502.0	378.0	247.77773480000002	488.0	385.12659410000003	257.47313219999995	0.0	0.0
C00233_4-Methyl-2-oxopentanoate	0.0	0.0	0.0	108.85870030000001	1752.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.0	0.0	0.0	549.0	0.0	98.96603107	0.0	5883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.80153753	0.0	0.0	0.0	0.0	0.0	0.0	1126.0	0.0	1591.0	0.0	0.0	0.0	0.0	0.0	27.61180887	0.0	0.0	0.0	0.0	0.0	5063.0	0.0	0.0	0.0	0.0	1145.0	0.0	0.0	0.0	1280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	642.0	0.0	0.0	0.0	913.0	0.0	0.0	0.0	1239.0	0.0	0.0	0.0	0.0	0.0	0.0
C00242_Guanine	0.0	0.0	0.0	0.0	24.0	26.70281452	23.1949842	18.31406745	5.890962032000001	12.29061387	23.81044002	84.17533199	0.0	48.77086018	0.0	6.7258091910000015	0.0	0.0	0.0	6.1649320770000005	155.0	22.43874881	0.0	0.0	127.0	7.65000745	0.0	5.414115213	44.62167148	20.38477282	0.0	0.0	0.0	0.0	97.0	97.10056543	0.0	27.3656816	33.87269247	50.41468252	25.72514148	72.99347436	0.0	31.0	0.0	49.0	7.871175207	0.0	44.77118172	0.0	0.0	0.0	25.18789415	18.13061997	57.42414839999999	171.4242408	14.16455946	0.0	120.3065412	67.0	0.0	13.49309276	102.84897020000001	0.0	0.0	17.32858178	0.0	0.0	105.0	4.874286508	25.46720743	0.0	0.0	161.0	0.0	0.0	0.0	0.0	30.84311945	0.0	51.0	75.0	0.0	6.0108096510000015	0.0	0.0	26.54772035	12.90294291	51.0	0.0	10.49688398	0.0	11.9384742	71.91882898	17.13777783	20.15683743
C00245_Taurine	3310.691822	3550.199332	858.3325613	297.6297289	307.0	1798.3467920000005	2316.3077550000007	7968.20647	780.2163949	2657.8555890000002	0.0	2346.837825	4360.1908509999985	76.99269444	5603.0	0.0	123.1421388	0.0	1248.1473939999996	3168.0540079999996	1467.0	123.5732469	11976.184	0.0	3605.0	811.9752888999999	1183.0	460.4041603999999	4723.26034	7389.851712999999	1486.984958	0.0	258.25501529999997	8618.626708	4491.0	3546.904537	0.0	0.0	1597.154314	3352.133964	96.30840671	5257.445509	0.0	0.0	757.0	282.0	5129.805132	855.0	560.2708863	1608.45182	431.0	0.0	1739.657562	406.29357789999995	0.0	2302.0203460000002	0.0	185.0526017	10358.24998	0.0	1121.1254310000004	0.0	3477.815632	0.0	3237.0	691.8346515	5570.000862	0.0	0.0	1660.086975	1769.9691260000006	552.0	5045.017201	440.0	411.0	174.4659082	0.0	11416.0	2946.746494	172.8729761	2993.0	1172.0	1464.4117820000001	1401.540547	288.0	784.0	3216.211827	5444.488601	0.0	3312.0	770.4897419	215.0	7618.158208	0.0	0.0	1336.361916
C00246_Butyrate	64336.76391	20421.42165	40588.972519999996	26166.34752	5723.0	56189.529129999995	28161.138260000003	66295.11542999999	39758.32823	35396.99377	29144.406639999997	20126.74276	23596.04733	41205.411869999996	10311.0	30258.61553000001	3932.634439	32343.0	77230.40531	22994.55212	26777.0	38567.48386	12920.77272	25583.0	27103.0	112884.3457	14758.0	24742.45119	15244.77618	43662.52251	41961.76365	30996.0	43648.42738	40472.31061	5252.0	53213.433939999995	13344.0	27965.141389999997	16331.40755	22152.14456	35613.29056	23199.28788	26712.0	40498.0	77103.0	20162.0	22177.064019999998	45042.0	79476.75959	88917.60721	19788.0	16689.0	51874.20955	17262.59173	56882.112460000004	68304.71678999999	17692.63845	54034.38776000001	52981.913539999994	61126.0	101716.6441	54432.997129999996	55088.16616	78443.3173	35836.0	41376.17068	41035.30771	17307.0	25218.0	99935.35167	57497.74995	11902.0	33048.85331000001	25467.0	47977.0	34755.33044	37828.0	16399.0	5227.300316	26951.08702	17763.0	60042.0	70773.9592	37250.18774	37987.0	13344.0	68387.76197	41934.22906000001	31553.0	37437.0	87305.24859	84498.0	20306.16328	22065.688619999997	119425.6569	99920.26287
C00250_Pyridoxal	0.0	0.0	15.46034806	15.59241032	0.0	0.0	13.73268799	0.0	20.79078034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7490140109999999	0.0	0.0	10.58188593	0.0	0.0	0.0	0.0	15.80853793	6.9400118860000015	0.0	12.74681719	0.0	0.0	2.112681242	0.0	17.607816600000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	8.2902692	0.0	0.0	0.0	0.0	11.8282716	0.0	9.410731979	13.85254327	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	13.47158619	9.523875027999999	0.0	9.701464175	0.0	0.0	8.766170012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.03331477	0.0	13.93343759	0.0	0.0	0.0
C00253_Nicotinate	171.97959319999995	62.63754849	80.54998452	70.63567890000002	833.0	158.9083213	106.5313353	348.9856787	100.3632949	0.0	287.9965325	150.05661809999995	0.0	802.7477774	0.0	0.0	0.0	981.0	0.0	0.0	1483.0	0.0	0.0	196.0	714.0	0.0	0.0	153.38701509999999	0.0	188.8842191	174.0026989	1173.0	0.0	0.0	645.0	0.0	656.0	0.0	0.0	0.0	93.25577667	0.0	1410.0	664.0	401.0	890.0	0.0	321.0	0.0	207.7579828	626.0	317.0	0.0	0.0	110.544917	0.0	0.0	64.74261612	0.0	1228.0	0.0	316.0585139	370.3744362	55.45342528	596.0	0.0	0.0	385.0	1432.0	688.0332569	269.5735264	1141.0	0.0	363.0	0.0	0.0	0.0	453.0	0.0	0.0	445.0	317.0	436.5585401000001	0.0	187.0	0.0	0.0	384.59937080000003	1670.0	1534.0	0.0	341.0	200.4427521	0.0	329.5944292	0.0
